ID_powiatu,year,p2617-krajowy-przyjazdy
011212207000,2020,0
011212210000,2007,0
011212210000,2008,0
011212210000,2009,0
011212210000,2010,0
011212210000,2011,0
011212210000,2012,0
011212210000,2013,0
011212210000,2014,0
011212210000,2015,0
011212210000,2016,0
011212210000,2017,0
011212210000,2018,0
011212210000,2019,0
011212210000,2020,0
011212262000,2007,0
011212262000,2008,0
011212262000,2009,0
011212262000,2010,0
011212262000,2011,0
011212262000,2012,0
011212262000,2013,0
011212262000,2014,0
011212262000,2015,0
011212262000,2016,0
011212262000,2017,0
011212262000,2018,0
011212262000,2019,0
011212262000,2020,0
011212303000,2007,0
011212303000,2008,0
011212303000,2009,0
011212303000,2010,0
011212303000,2011,0
011212303000,2012,0
011212303000,2013,0
011212303000,2014,0
011212303000,2015,0
011212303000,2016,0
011212303000,2017,0
011212303000,2018,0
011212303000,2019,0
011212303000,2020,0
011212312000,2007,0
011212312000,2008,0
011212312000,2009,0
011212312000,2010,0
011212312000,2011,0
011212312000,2012,0
011212312000,2013,0
011212312000,2014,0
011212312000,2015,0
011212312000,2016,0
011212312000,2017,0
011212312000,2018,0
011212312000,2019,0
011212312000,2020,0
011212313000,2007,0
011212313000,2008,0
011212313000,2009,0
011212313000,2010,0
011212313000,2011,0
011212313000,2012,0
011212313000,2013,0
011212313000,2014,0
011212313000,2015,0
011212313000,2016,0
011212313000,2017,0
011212313000,2018,0
011212313000,2019,0
011212313000,2020,0
011212318000,2007,0
011212318000,2008,0
011212318000,2009,0
011212318000,2010,0
011212318000,2011,0
011212318000,2012,0
011212318000,2013,0
011212318000,2014,0
011212318000,2015,0
011212318000,2016,0
011212318000,2017,0
011212318000,2018,0
011212318000,2019,0
011212318000,2020,0
011212402000,2007,0
011212402000,2008,0
011212402000,2009,0
011212402000,2010,0
011212402000,2011,0
011212402000,2012,0
011212402000,2013,0
011212402000,2014,0
011212402000,2015,0
011212402000,2016,0
011212402000,2017,0
011212402000,2018,0
011212402000,2019,0
011212402000,2020,0
011212404000,2007,0
011212404000,2008,0
011212404000,2009,0
011212404000,2010,0
011212404000,2011,0
011212404000,2012,0
011212404000,2013,0
011212404000,2014,0
011212404000,2015,0
011212404000,2016,0
011212404000,2017,0
011212404000,2018,0
011212404000,2019,0
011212404000,2020,0
011212416000,2007,0
011212416000,2008,0
011212416000,2009,0
011212416000,2010,0
011212416000,2011,0
011212416000,2012,0
011212416000,2013,0
011212416000,2014,0
011212416000,2015,0
011212416000,2016,0
011212416000,2017,0
011212416000,2018,0
011212416000,2019,0
011212416000,2020,0
011212463000,2007,0
011212463000,2008,0
011212463000,2009,0
011212463000,2010,0
011212463000,2011,0
011212463000,2012,0
011212463000,2013,0
011212463000,2014,0
011212463000,2015,0
011212463000,2016,0
011212463000,2017,0
011212463000,2018,0
011212463000,2019,0
011212463000,2020,0
011216911000,2007,0
011216911000,2008,0
011216911000,2009,0
011216911000,2010,0
011216911000,2011,0
011216911000,2012,0
011216911000,2013,0
011216911000,2014,0
011216911000,2015,0
011216911000,2016,0
011216911000,2017,0
011216911000,2018,0
011216911000,2019,0
011216911000,2020,0
011216915000,2007,0
011216915000,2008,0
011216915000,2009,0
011216915000,2010,0
011216915000,2011,0
011216915000,2012,0
011216915000,2013,0
011216915000,2014,0
011216915000,2015,0
011216915000,2016,0
011216915000,2017,0
011216915000,2018,0
011216915000,2019,0
011216915000,2020,0
011216917000,2007,0
011216917000,2008,0
011216917000,2009,0
011216917000,2010,0
011216917000,2011,0
011216917000,2012,0
011216917000,2013,0
011216917000,2014,0
011216917000,2015,0
011216917000,2016,0
011216917000,2017,0
011216917000,2018,0
011216917000,2019,0
011216917000,2020,0
012414402000,2007,0
012414402000,2008,0
012414402000,2009,0
012414402000,2010,0
012414402000,2011,0
012414402000,2012,0
012414402000,2013,0
012414402000,2014,0
012414402000,2015,0
012414402000,2016,0
012414402000,2017,0
012414402000,2018,0
012414402000,2019,0
012414402000,2020,0
012414403000,2007,0
012414403000,2008,0
012414403000,2009,0
012414403000,2010,0
012414403000,2011,0
012414403000,2012,0
012414403000,2013,0
012414403000,2014,0
012414403000,2015,0
012414403000,2016,0
012414403000,2017,0
012414403000,2018,0
012414403000,2019,0
012414403000,2020,0
012414417000,2007,0
012414417000,2008,0
012414417000,2009,0
012414417000,2010,0
012414417000,2011,0
012414417000,2012,0
012414417000,2013,0
012414417000,2014,0
012414417000,2015,0
012414417000,2016,0
012414417000,2017,0
012414417000,2018,0
012414417000,2019,0
012414417000,2020,0
012414461000,2007,0
012414461000,2008,0
012414461000,2009,0
012414461000,2010,0
012414461000,2011,0
012414461000,2012,0
012414461000,2013,0
012414461000,2014,0
012414461000,2015,0
012414461000,2016,0
012414461000,2017,0
012414461000,2018,0
012414461000,2019,0
012414461000,2020,0
012414507000,2007,0
012414507000,2008,0
012414507000,2009,0
012414507000,2010,0
012414507000,2011,0
012414507000,2012,0
012414507000,2013,0
012414507000,2014,0
012414507000,2015,0
012414507000,2016,0
012414507000,2017,0
012414507000,2018,0
012414507000,2019,0
012414507000,2020,0
012414513000,2007,0
012414513000,2008,0
012414513000,2009,0
012414513000,2010,0
012414513000,2011,0
012414513000,2012,0
012414513000,2013,0
012414513000,2014,0
012414513000,2015,0
012414513000,2016,0
012414513000,2017,0
012414513000,2018,0
012414513000,2019,0
012414513000,2020,0
012414562000,2007,0
012414562000,2008,0
012414562000,2009,0
012414562000,2010,0
012414562000,2011,0
012414562000,2012,0
012414562000,2013,0
012414562000,2014,0
012414562000,2015,0
012414562000,2016,0
012414562000,2017,0
012414562000,2018,0
012414562000,2019,0
012414562000,2020,0
012414571000,2007,0
012414571000,2008,0
012414571000,2009,0
012414571000,2010,0
012414571000,2011,0
012414571000,2012,0
012414571000,2013,0
012414571000,2014,0
012414571000,2015,0
012414571000,2016,0
012414571000,2017,0
012414571000,2018,0
012414571000,2019,0
012414571000,2020,0
012414604000,2007,0
012414604000,2008,0
012414604000,2009,0
012414604000,2010,0
012414604000,2011,0
012414604000,2012,0
012414604000,2013,0
012414604000,2014,0
012414604000,2015,0
012414604000,2016,0
012414604000,2017,0
012414604000,2018,0
012414604000,2019,0
012414604000,2020,0
012414606000,2007,0
012414606000,2008,0
012414606000,2009,0
012414606000,2010,0
012414606000,2011,0
012414606000,2012,0
012414606000,2013,0
012414606000,2014,0
012414606000,2015,0
012414606000,2016,0
012414606000,2017,0
012414606000,2018,0
012414606000,2019,0
012414606000,2020,0
012414609000,2007,0
012414609000,2008,0
012414609000,2009,0
012414609000,2010,0
012414609000,2011,0
012414609000,2012,0
012414609000,2013,0
012414609000,2014,0
012414609000,2015,0
012414609000,2016,0
012414609000,2017,0
012414609000,2018,0
012414609000,2019,0
012414609000,2020,0
012414664000,2007,0
012414664000,2008,0
012414664000,2009,0
012414664000,2010,0
012414664000,2011,0
012414664000,2012,0
012414664000,2013,0
012414664000,2014,0
012414664000,2015,0
012414664000,2016,0
012414664000,2017,0
012414664000,2018,0
012414664000,2019,0
012414664000,2020,0
012414705000,2007,0
012414705000,2008,0
012414705000,2009,0
012414705000,2010,0
012414705000,2011,0
012414705000,2012,0
012414705000,2013,0
012414705000,2014,0
012414705000,2015,0
012414705000,2016,0
012414705000,2017,0
012414705000,2018,0
012414705000,2019,0
012414705000,2020,0
012414766000,2007,0
012414766000,2008,0
012414766000,2009,0
012414766000,2010,0
012414766000,2011,0
012414766000,2012,0
012414766000,2013,0
012414766000,2014,0
012414766000,2015,0
012414766000,2016,0
012414766000,2017,0
012414766000,2018,0
012414766000,2019,0
012414766000,2020,0
012414778000,2007,0
012414778000,2008,0
012414778000,2009,0
012414778000,2010,0
012414778000,2011,0
012414778000,2012,0
012414778000,2013,0
012414778000,2014,0
012414778000,2015,0
012414778000,2016,0
012414778000,2017,0
012414778000,2018,0
012414778000,2019,0
012414778000,2020,0
012414863000,2007,0
012414863000,2008,0
012414863000,2009,0
012414863000,2010,0
012414863000,2011,0
012414863000,2012,0
012414863000,2013,0
012414863000,2014,0
012414863000,2015,0
012414863000,2016,0
012414863000,2017,0
012414863000,2018,0
012414863000,2019,0
012414863000,2020,0
012414869000,2007,0
012414869000,2008,0
012414869000,2009,0
012414869000,2010,0
012414869000,2011,0
012414869000,2012,0
012414869000,2013,0
012414869000,2014,0
012414869000,2015,0
012414869000,2016,0
012414869000,2017,0
012414869000,2018,0
012414869000,2019,0
012414869000,2020,0
012414870000,2007,0
012414870000,2008,0
012414870000,2009,0
012414870000,2010,0
012414870000,2011,0
012414870000,2012,0
012414870000,2013,0
012414870000,2014,0
012414870000,2015,0
012414870000,2016,0
012414870000,2017,0
012414870000,2018,0
012414870000,2019,0
012414870000,2020,0
012414872000,2007,0
012414872000,2008,0
012414872000,2009,0
012414872000,2010,0
012414872000,2011,0
012414872000,2012,0
012414872000,2013,0
012414872000,2014,0
012414872000,2015,0
012414872000,2016,0
012414872000,2017,0
012414872000,2018,0
012414872000,2019,0
012414872000,2020,0
012414874000,2007,0
012414874000,2008,0
012414874000,2009,0
012414874000,2010,0
012414874000,2011,0
012414874000,2012,0
012414874000,2013,0
012414874000,2014,0
012414874000,2015,0
012414874000,2016,0
012414874000,2017,0
012414874000,2018,0
012414874000,2019,0
012414874000,2020,0
012414876000,2007,0
012414876000,2008,0
012414876000,2009,0
012414876000,2010,0
012414876000,2011,0
012414876000,2012,0
012414876000,2013,0
012414876000,2014,0
012414876000,2015,0
012414876000,2016,0
012414876000,2017,0
012414876000,2018,0
012414876000,2019,0
012414876000,2020,0
012414911000,2007,0
012414911000,2008,0
012414911000,2009,0
012414911000,2010,0
012414911000,2011,0
012414911000,2012,0
012414911000,2013,0
012414911000,2014,0
012414911000,2015,0
012414911000,2016,0
012414911000,2017,0
012414911000,2018,0
012414911000,2019,0
012414911000,2020,0
012414912000,2007,0
012414912000,2008,0
012414912000,2009,0
012414912000,2010,0
012414912000,2011,0
012414912000,2012,0
012414912000,2013,0
012414912000,2014,0
012414912000,2015,0
012414912000,2016,0
012414912000,2017,0
012414912000,2018,0
012414912000,2019,0
012414912000,2020,0
012414915000,2007,0
012414915000,2008,0
012414915000,2009,0
012414915000,2010,0
012414915000,2011,0
012414915000,2012,0
012414915000,2013,0
012414915000,2014,0
012414915000,2015,0
012414915000,2016,0
012414915000,2017,0
012414915000,2018,0
012414915000,2019,0
012414915000,2020,0
012414967000,2007,0
012414967000,2008,0
012414967000,2009,0
012414967000,2010,0
012414967000,2011,0
012414967000,2012,0
012414967000,2013,0
012414967000,2014,0
012414967000,2015,0
012414967000,2016,0
012414967000,2017,0
012414967000,2018,0
012414967000,2019,0
012414967000,2020,0
012414973000,2007,0
012414973000,2008,0
012414973000,2009,0
012414973000,2010,0
012414973000,2011,0
012414973000,2012,0
012414973000,2013,0
012414973000,2014,0
012414973000,2015,0
012414973000,2016,0
012414973000,2017,0
012414973000,2018,0
012414973000,2019,0
012414973000,2020,0
012414979000,2007,0
012414979000,2008,0
012414979000,2009,0
012414979000,2010,0
012414979000,2011,0
012414979000,2012,0
012414979000,2013,0
012414979000,2014,0
012414979000,2015,0
012414979000,2016,0
012414979000,2017,0
012414979000,2018,0
012414979000,2019,0
012414979000,2020,0
012415001000,2007,0
012415001000,2008,0
012415001000,2009,0
012415001000,2010,0
012415001000,2011,0
012415001000,2012,0
012415001000,2013,0
012415001000,2014,0
012415001000,2015,0
012415001000,2016,0
012415001000,2017,0
012415001000,2018,0
012415001000,2019,0
012415001000,2020,0
012415016000,2007,0
012415016000,2008,0
012415016000,2009,0
012415016000,2010,0
012415016000,2011,0
012415016000,2012,0
012415016000,2013,0
012415016000,2014,0
012415016000,2015,0
012415016000,2016,0
012415016000,2017,0
012415016000,2018,0
012415016000,2019,0
012415016000,2020,0
012415065000,2007,0
012415065000,2008,0
012415065000,2009,0
012415065000,2010,0
012415065000,2011,0
012415065000,2012,0
012415065000,2013,0
012415065000,2014,0
012415065000,2015,0
012415065000,2016,0
012415065000,2017,0
012415065000,2018,0
012415065000,2019,0
012415065000,2020,0
012415068000,2007,0
012415068000,2008,0
012415068000,2009,0
012415068000,2010,0
012415068000,2011,0
012415068000,2012,0
012415068000,2013,0
012415068000,2014,0
012415068000,2015,0
012415068000,2016,0
012415068000,2017,0
012415068000,2018,0
012415068000,2019,0
012415068000,2020,0
012415075000,2007,0
012415075000,2008,0
012415075000,2009,0
012415075000,2010,0
012415075000,2011,0
012415075000,2012,0
012415075000,2013,0
012415075000,2014,0
012415075000,2015,0
012415075000,2016,0
012415075000,2017,0
012415075000,2018,0
012415075000,2019,0
012415075000,2020,0
012415108000,2007,0
012415108000,2008,0
012415108000,2009,0
012415108000,2010,0
012415108000,2011,0
012415108000,2012,0
012415108000,2013,0
012415108000,2014,0
012415108000,2015,0
012415108000,2016,0
012415108000,2017,0
012415108000,2018,0
012415108000,2019,0
012415108000,2020,0
012415110000,2007,0
012415110000,2008,0
012415110000,2009,0
012415110000,2010,0
012415110000,2011,0
012415110000,2012,0
012415110000,2013,0
012415110000,2014,0
012415110000,2015,0
012415110000,2016,0
012415110000,2017,0
012415110000,2018,0
012415110000,2019,0
012415110000,2020,0
012415114000,2007,0
012415114000,2008,0
012415114000,2009,0
012415114000,2010,0
012415114000,2011,0
012415114000,2012,0
012415114000,2013,0
012415114000,2014,0
012415114000,2015,0
012415114000,2016,0
012415114000,2017,0
012415114000,2018,0
012415114000,2019,0
012415114000,2020,0
012415177000,2007,0
012415177000,2008,0
012415177000,2009,0
012415177000,2010,0
012415177000,2011,0
012415177000,2012,0
012415177000,2013,0
012415177000,2014,0
012415177000,2015,0
012415177000,2016,0
012415177000,2017,0
012415177000,2018,0
012415177000,2019,0
012415177000,2020,0
020811301000,2007,0
020811301000,2008,0
020811301000,2009,0
020811301000,2010,0
020811301000,2011,0
020811301000,2012,0
020811301000,2013,0
020811301000,2014,0
020811301000,2015,0
020811301000,2016,0
020811301000,2017,0
020811301000,2018,0
020811301000,2019,0
020811301000,2020,0
020811303000,2007,0
020811303000,2008,0
020811303000,2009,0
020811303000,2010,0
020811303000,2011,0
020811303000,2012,0
020811303000,2013,0
020811303000,2014,0
020811303000,2015,0
020811303000,2016,0
020811303000,2017,0
020811303000,2018,0
020811303000,2019,0
020811303000,2020,0
020811305000,2007,0
020811305000,2008,0
020811305000,2009,0
020811305000,2010,0
020811305000,2011,0
020811305000,2012,0
020811305000,2013,0
020811305000,2014,0
020811305000,2015,0
020811305000,2016,0
020811305000,2017,0
020811305000,2018,0
020811305000,2019,0
020811305000,2020,0
020811306000,2007,0
020811306000,2008,0
020811306000,2009,0
020811306000,2010,0
020811306000,2011,0
020811306000,2012,0
020811306000,2013,0
020811306000,2014,0
020811306000,2015,0
020811306000,2016,0
020811306000,2017,0
020811306000,2018,0
020811306000,2019,0
020811306000,2020,0
020811307000,2007,0
020811307000,2008,0
020811307000,2009,0
020811307000,2010,0
020811307000,2011,0
020811307000,2012,0
020811307000,2013,0
020811307000,2014,0
020811307000,2015,0
020811307000,2016,0
020811307000,2017,0
020811307000,2018,0
020811307000,2019,0
020811307000,2020,0
020811361000,2007,0
020811361000,2008,0
020811361000,2009,0
020811361000,2010,0
020811361000,2011,0
020811361000,2012,0
020811361000,2013,0
020811361000,2014,0
020811361000,2015,0
020811361000,2016,0
020811361000,2017,0
020811361000,2018,0
020811361000,2019,0
020811361000,2020,0
020811402000,2007,0
020811402000,2008,0
020811402000,2009,0
020811402000,2010,0
020811402000,2011,0
020811402000,2012,0
020811402000,2013,0
020811402000,2014,0
020811402000,2015,0
020811402000,2016,0
020811402000,2017,0
020811402000,2018,0
020811402000,2019,0
020811402000,2020,0
020811404000,2007,0
020811404000,2008,0
020811404000,2009,0
020811404000,2010,0
020811404000,2011,0
020811404000,2012,0
020811404000,2013,0
020811404000,2014,0
020811404000,2015,0
020811404000,2016,0
020811404000,2017,0
020811404000,2018,0
020811404000,2019,0
020811404000,2020,0
020811408000,2007,0
020811408000,2008,0
020811408000,2009,0
020811408000,2010,0
020811408000,2011,0
020811408000,2012,0
020811408000,2013,0
020811408000,2014,0
020811408000,2015,0
020811408000,2016,0
020811408000,2017,0
020811408000,2018,0
020811408000,2019,0
020811408000,2020,0
020811409000,2007,0
020811409000,2008,0
020811409000,2009,0
020811409000,2010,0
020811409000,2011,0
020811409000,2012,0
020811409000,2013,0
020811409000,2014,0
020811409000,2015,0
020811409000,2016,0
020811409000,2017,0
020811409000,2018,0
020811409000,2019,0
020811409000,2020,0
020811410000,2007,0
020811410000,2008,0
020811410000,2009,0
020811410000,2010,0
020811410000,2011,0
020811410000,2012,0
020811410000,2013,0
020811410000,2014,0
020811410000,2015,0
020811410000,2016,0
020811410000,2017,0
020811410000,2018,0
020811410000,2019,0
020811410000,2020,0
020811411000,2007,0
020811411000,2008,0
020811411000,2009,0
020811411000,2010,0
020811411000,2011,0
020811411000,2012,0
020811411000,2013,0
020811411000,2014,0
020811411000,2015,0
020811411000,2016,0
020811411000,2017,0
020811411000,2018,0
020811411000,2019,0
020811411000,2020,0
020811412000,2007,0
020811412000,2008,0
020811412000,2009,0
020811412000,2010,0
020811412000,2011,0
020811412000,2012,0
020811412000,2013,0
020811412000,2014,0
020811412000,2015,0
020811412000,2016,0
020811412000,2017,0
020811412000,2018,0
020811412000,2019,0
020811412000,2020,0
020811462000,2007,0
020811462000,2008,0
020811462000,2009,0
020811462000,2010,0
020811462000,2011,0
020811462000,2012,0
020811462000,2013,0
020811462000,2014,0
020811462000,2015,0
020811462000,2016,0
020811462000,2017,0
020811462000,2018,0
020811462000,2019,0
020811462000,2020,0
023015706000,2007,0
023015706000,2008,0
023015706000,2009,0
023015706000,2010,0
023015706000,2011,0
023015706000,2012,0
023015706000,2013,0
023015706000,2014,0
023015706000,2015,0
023015706000,2016,0
023015706000,2017,0
023015706000,2018,0
023015706000,2019,0
023015706000,2020,0
023015707000,2007,0
023015707000,2008,0
023015707000,2009,0
023015707000,2010,0
023015707000,2011,0
023015707000,2012,0
023015707000,2013,0
023015707000,2014,0
023015707000,2015,0
023015707000,2016,0
023015707000,2017,0
023015707000,2018,0
023015707000,2019,0
023015707000,2020,0
023015708000,2007,0
023015708000,2008,0
023015708000,2009,0
023015708000,2010,0
023015708000,2011,0
023015708000,2012,0
023015708000,2013,0
023015708000,2014,0
023015708000,2015,0
023015708000,2016,0
023015708000,2017,0
023015708000,2018,0
023015708000,2019,0
023015708000,2020,0
023015712000,2007,0
023015712000,2008,0
023015712000,2009,0
023015712000,2010,0
023015712000,2011,0
023015712000,2012,0
023015712000,2013,0
023015712000,2014,0
023015712000,2015,0
023015712000,2016,0
023015712000,2017,0
023015712000,2018,0
023015712000,2019,0
023015712000,2020,0
023015717000,2007,0
023015717000,2008,0
023015717000,2009,0
023015717000,2010,0
023015717000,2011,0
023015717000,2012,0
023015717000,2013,0
023015717000,2014,0
023015717000,2015,0
023015717000,2016,0
023015717000,2017,0
023015717000,2018,0
023015717000,2019,0
023015717000,2020,0
023015718000,2007,0
023015718000,2008,0
023015718000,2009,0
023015718000,2010,0
023015718000,2011,0
023015718000,2012,0
023015718000,2013,0
023015718000,2014,0
023015718000,2015,0
023015718000,2016,0
023015718000,2017,0
023015718000,2018,0
023015718000,2019,0
023015718000,2020,0
023015720000,2007,0
023015720000,2008,0
023015720000,2009,0
023015720000,2010,0
023015720000,2011,0
023015720000,2012,0
023015720000,2013,0
023015720000,2014,0
023015720000,2015,0
023015720000,2016,0
023015720000,2017,0
023015720000,2018,0
023015720000,2019,0
023015720000,2020,0
023015761000,2007,0
023015761000,2008,0
023015761000,2009,0
023015761000,2010,0
023015761000,2011,0
023015761000,2012,0
023015761000,2013,0
023015761000,2014,0
023015761000,2015,0
023015761000,2016,0
023015761000,2017,0
023015761000,2018,0
023015761000,2019,0
023015761000,2020,0
023015803000,2007,0
023015803000,2008,0
023015803000,2009,0
023015803000,2010,0
023015803000,2011,0
023015803000,2012,0
023015803000,2013,0
023015803000,2014,0
023015803000,2015,0
023015803000,2016,0
023015803000,2017,0
023015803000,2018,0
023015803000,2019,0
023015803000,2020,0
023015809000,2007,0
023015809000,2008,0
023015809000,2009,0
023015809000,2010,0
023015809000,2011,0
023015809000,2012,0
023015809000,2013,0
023015809000,2014,0
023015809000,2015,0
023015809000,2016,0
023015809000,2017,0
023015809000,2018,0
023015809000,2019,0
023015809000,2020,0
023015810000,2007,0
023015810000,2008,0
023015810000,2009,0
023015810000,2010,0
023015810000,2011,0
023015810000,2012,0
023015810000,2013,0
023015810000,2014,0
023015810000,2015,0
023015810000,2016,0
023015810000,2017,0
023015810000,2018,0
023015810000,2019,0
023015810000,2020,0
023015823000,2007,0
023015823000,2008,0
023015823000,2009,0
023015823000,2010,0
023015823000,2011,0
023015823000,2012,0
023015823000,2013,0
023015823000,2014,0
023015823000,2015,0
023015823000,2016,0
023015823000,2017,0
023015823000,2018,0
023015823000,2019,0
023015823000,2020,0
023015827000,2007,0
023015827000,2008,0
023015827000,2009,0
023015827000,2010,0
023015827000,2011,0
023015827000,2012,0
023015827000,2013,0
023015827000,2014,0
023015827000,2015,0
023015827000,2016,0
023015827000,2017,0
023015827000,2018,0
023015827000,2019,0
023015827000,2020,0
023015830000,2007,0
023015830000,2008,0
023015830000,2009,0
023015830000,2010,0
023015830000,2011,0
023015830000,2012,0
023015830000,2013,0
023015830000,2014,0
023015830000,2015,0
023015830000,2016,0
023015830000,2017,0
023015830000,2018,0
023015830000,2019,0
023015830000,2020,0
023015862000,2007,0
023015862000,2008,0
023015862000,2009,0
023015862000,2010,0
023015862000,2011,0
023015862000,2012,0
023015862000,2013,0
023015862000,2014,0
023015862000,2015,0
023015862000,2016,0
023015862000,2017,0
023015862000,2018,0
023015862000,2019,0
023015862000,2020,0
023015904000,2007,0
023015904000,2008,0
023015904000,2009,0
023015904000,2010,0
023015904000,2011,0
023015904000,2012,0
023015904000,2013,0
023015904000,2014,0
023015904000,2015,0
023015904000,2016,0
023015904000,2017,0
023015904000,2018,0
023015904000,2019,0
023015904000,2020,0
023015905000,2007,0
023015905000,2008,0
023015905000,2009,0
023015905000,2010,0
023015905000,2011,0
023015905000,2012,0
023015905000,2013,0
023015905000,2014,0
023015905000,2015,0
023015905000,2016,0
023015905000,2017,0
023015905000,2018,0
023015905000,2019,0
023015905000,2020,0
023015911000,2007,0
023015911000,2008,0
023015911000,2009,0
023015911000,2010,0
023015911000,2011,0
023015911000,2012,0
023015911000,2013,0
023015911000,2014,0
023015911000,2015,0
023015911000,2016,0
023015911000,2017,0
023015911000,2018,0
023015911000,2019,0
023015911000,2020,0
023015913000,2007,0
023015913000,2008,0
023015913000,2009,0
023015913000,2010,0
023015913000,2011,0
023015913000,2012,0
023015913000,2013,0
023015913000,2014,0
023015913000,2015,0
023015913000,2016,0
023015913000,2017,0
023015913000,2018,0
023015913000,2019,0
023015913000,2020,0
023015914000,2007,0
023015914000,2008,0
023015914000,2009,0
023015914000,2010,0
023015914000,2011,0
023015914000,2012,0
023015914000,2013,0
023015914000,2014,0
023015914000,2015,0
023015914000,2016,0
023015914000,2017,0
023015914000,2018,0
023015914000,2019,0
023015914000,2020,0
023015915000,2007,0
023015915000,2008,0
023015915000,2009,0
023015915000,2010,0
023015915000,2011,0
023015915000,2012,0
023015915000,2013,0
023015915000,2014,0
023015915000,2015,0
023015915000,2016,0
023015915000,2017,0
023015915000,2018,0
023015915000,2019,0
023015915000,2020,0
023015922000,2007,0
023015922000,2008,0
023015922000,2009,0
023015922000,2010,0
023015922000,2011,0
023015922000,2012,0
023015922000,2013,0
023015922000,2014,0
023015922000,2015,0
023015922000,2016,0
023015922000,2017,0
023015922000,2018,0
023015922000,2019,0
023015922000,2020,0
023015929000,2007,0
023015929000,2008,0
023015929000,2009,0
023015929000,2010,0
023015929000,2011,0
023015929000,2012,0
023015929000,2013,0
023015929000,2014,0
023015929000,2015,0
023015929000,2016,0
023015929000,2017,0
023015929000,2018,0
023015929000,2019,0
023015929000,2020,0
023015963000,2007,0
023015963000,2008,0
023015963000,2009,0
023015963000,2010,0
023015963000,2011,0
023015963000,2012,0
023015963000,2013,0
023015963000,2014,0
023015963000,2015,0
023015963000,2016,0
023015963000,2017,0
023015963000,2018,0
023015963000,2019,0
023015963000,2020,0
023016001000,2007,0
023016001000,2008,0
023016001000,2009,0
023016001000,2010,0
023016001000,2011,0
023016001000,2012,0
023016001000,2013,0
023016001000,2014,0
023016001000,2015,0
023016001000,2016,0
023016001000,2017,0
023016001000,2018,0
023016001000,2019,0
023016001000,2020,0
023016002000,2007,0
023016002000,2008,0
023016002000,2009,0
023016002000,2010,0
023016002000,2011,0
023016002000,2012,0
023016002000,2013,0
023016002000,2014,0
023016002000,2015,0
023016002000,2016,0
023016002000,2017,0
023016002000,2018,0
023016002000,2019,0
023016002000,2020,0
023016019000,2007,0
023016019000,2008,0
023016019000,2009,0
023016019000,2010,0
023016019000,2011,0
023016019000,2012,0
023016019000,2013,0
023016019000,2014,0
023016019000,2015,0
023016019000,2016,0
023016019000,2017,0
023016019000,2018,0
023016019000,2019,0
023016019000,2020,0
023016028000,2007,0
023016028000,2008,0
023016028000,2009,0
023016028000,2010,0
023016028000,2011,0
023016028000,2012,0
023016028000,2013,0
023016028000,2014,0
