ID_unitPatent,ID_unit,name,level,kind
023016002083,023016002084,Wieleń - miasto,6,4
023016002083,023016002085,Wieleń - obszar wiejski,6,5
023016000000,023016019000,Powiat pilski,5,1
023016019000,023016019011,Piła,6,1
023016019000,023016019022,Białośliwie,6,2
023016019000,023016019032,Kaczory,6,2
023016019000,023016019043,Łobżenica,6,3
023016019043,023016019044,Łobżenica - miasto,6,4
023016019043,023016019045,Łobżenica - obszar wiejski,6,5
023016019000,023016019052,Miasteczko Krajeńskie,6,2
023016019000,023016019062,Szydłowo,6,2
023016019000,023016019073,Ujście,6,3
023016019073,023016019074,Ujście - miasto,6,4
023016019073,023016019075,Ujście - obszar wiejski,6,5
023016019000,023016019083,Wyrzysk,6,3
023016019083,023016019084,Wyrzysk - miasto,6,4
023016019083,023016019085,Wyrzysk - obszar wiejski,6,5
023016019000,023016019093,Wysoka,6,3
023016019093,023016019094,Wysoka - miasto,6,4
023016019093,023016019095,Wysoka - obszar wiejski,6,5
023016000000,023016028000,Powiat wągrowiecki,5,1
023016028000,023016028011,Wągrowiec,6,1
023016028000,023016028022,Damasławek,6,2
023016028000,023016028033,Gołańcz,6,3
023016028033,023016028034,Gołańcz - miasto,6,4
023016028033,023016028035,Gołańcz - obszar wiejski,6,5
023016028000,023016028042,Mieścisko,6,2
023016028000,023016028053,Skoki,6,3
023016028053,023016028054,Skoki - miasto,6,4
023016028053,023016028055,Skoki - obszar wiejski,6,5
023016028000,023016028062,Wapno,6,2
023016028000,023016028072,Wągrowiec,6,2
023016000000,023016031000,Powiat złotowski,5,1
023016031000,023016031011,Złotów,6,1
023016031000,023016031023,Jastrowie,6,3
023016031023,023016031024,Jastrowie - miasto,6,4
023016031023,023016031025,Jastrowie - obszar wiejski,6,5
023016031000,023016031033,Krajenka,6,3
023016031033,023016031034,Krajenka - miasto,6,4
023016031033,023016031035,Krajenka - obszar wiejski,6,5
023016031000,023016031042,Lipka,6,2
023016031000,023016031053,Okonek,6,3
023016031053,023016031054,Okonek - miasto,6,4
023016031053,023016031055,Okonek - obszar wiejski,6,5
023016031000,023016031062,Tarnówka,6,2
023016031000,023016031072,Zakrzewo,6,2
023016031000,023016031082,Złotów,6,2
023010000000,023016100000,PODREGION POZNAŃSKI,4,
023016100000,023016116000,Powiat obornicki,5,1
023016116000,023016116013,Oborniki,6,3
023016116013,023016116014,Oborniki - miasto,6,4
023016116013,023016116015,Oborniki - obszar wiejski,6,5
023016116000,023016116023,Rogoźno,6,3
023016116023,023016116024,Rogoźno - miasto,6,4
023016116023,023016116025,Rogoźno - obszar wiejski,6,5
023016116000,023016116032,Ryczywół,6,2
023016100000,023016121000,Powiat poznański,5,1
023016121000,023016121011,Luboń,6,1
023016121000,023016121021,Puszczykowo,6,1
023016121000,023016121033,Buk,6,3
023016121033,023016121034,Buk - miasto,6,4
023016121033,023016121035,Buk - obszar wiejski,6,5
023016121000,023016121042,Czerwonak,6,2
023016121000,023016121052,Dopiewo,6,2
023016121000,023016121062,Kleszczewo,6,2
023016121000,023016121072,Komorniki,6,2
023016121000,023016121083,Kostrzyn,6,3
023016121083,023016121084,Kostrzyn - miasto,6,4
023016121083,023016121085,Kostrzyn - obszar wiejski,6,5
023016121000,023016121093,Kórnik,6,3
023016121093,023016121094,Kórnik - miasto,6,4
023016121093,023016121095,Kórnik - obszar wiejski,6,5
023016121000,023016121103,Mosina,6,3
023016121103,023016121104,Mosina - miasto,6,4
023016121103,023016121105,Mosina - obszar wiejski,6,5
023016121000,023016121113,Murowana Goślina,6,3
023016121113,023016121114,Murowana Goślina - miasto,6,4
023016121113,023016121115,Murowana Goślina - obszar wiejski,6,5
023016121000,023016121123,Pobiedziska,6,3
023016121123,023016121124,Pobiedziska - miasto,6,4
023016121123,023016121125,Pobiedziska - obszar wiejski,6,5
023016121000,023016121132,Rokietnica,6,2
023016121000,023016121143,Stęszew,6,3
023016121143,023016121144,Stęszew - miasto,6,4
023016121143,023016121145,Stęszew - obszar wiejski,6,5
023016121000,023016121152,Suchy Las,6,2
023016121000,023016121163,Swarzędz,6,3
023016121163,023016121164,Swarzędz - miasto,6,4
023016121163,023016121165,Swarzędz - obszar wiejski,6,5
023016121000,023016121172,Tarnowo Podgórne,6,2
023016100000,023016124000,Powiat szamotulski,5,1
023016124000,023016124011,Obrzycko,6,1
023016124000,023016124022,Duszniki,6,2
023016124000,023016124032,Kaźmierz,6,2
023016124000,023016124042,Obrzycko,6,2
023016124000,023016124053,Ostroróg,6,3
023016124053,023016124054,Ostroróg - miasto,6,4
023016124053,023016124055,Ostroróg - obszar wiejski,6,5
023016124000,023016124063,Pniewy,6,3
023016124063,023016124064,Pniewy - miasto,6,4
023016124063,023016124065,Pniewy - obszar wiejski,6,5
023016124000,023016124073,Szamotuły,6,3
023016124073,023016124074,Szamotuły - miasto,6,4
023016124073,023016124075,Szamotuły - obszar wiejski,6,5
023016124000,023016124083,Wronki,6,3
023016124083,023016124084,Wronki - miasto,6,4
023016124083,023016124085,Wronki - obszar wiejski,6,5
023016100000,023016125000,Powiat średzki,5,1
023016125000,023016125012,Dominowo,6,2
023016125000,023016125022,Krzykosy,6,2
023016125000,023016125032,Nowe Miasto nad Wartą,6,2
023016125000,023016125043,Środa Wielkopolska,6,3
023016125043,023016125044,Środa Wielkopolska - miasto,6,4
023016125043,023016125045,Środa Wielkopolska - obszar wiejski,6,5
023016125000,023016125052,Zaniemyśl,6,2
023016100000,023016126000,Powiat śremski,5,1
023016126000,023016126012,Brodnica,6,2
023016126000,023016126023,Dolsk,6,3
023016126023,023016126024,Dolsk - miasto,6,4
023016126023,023016126025,Dolsk - obszar wiejski,6,5
023016126000,023016126033,Książ Wielkopolski,6,3
023016126033,023016126034,Książ Wielkopolski - miasto,6,4
023016126033,023016126035,Książ Wielkopolski - obszar wiejski,6,5
023016126000,023016126043,Śrem,6,3
023016126043,023016126044,Śrem - miasto,6,4
023016126043,023016126045,Śrem - obszar wiejski,6,5
023010000000,023016200000,PODREGION MIASTO POZNAŃ,4,
023016200000,023016264000,Powiat m.Poznań,5,2
023016264000,023016264011,Poznań,6,1
020000000000,023200000000,ZACHODNIOPOMORSKIE,2,
023200000000,023210000000,REGION ZACHODNIOPOMORSKIE,3,
023210000000,023216300000,PODREGION KOSZALIŃSKI,4,
023216300000,023216301000,Powiat białogardzki,5,1
023216301000,023216301011,Białogard,6,1
023216301000,023216301022,Białogard,6,2
023216301000,023216301033,Karlino,6,3
023216301033,023216301034,Karlino - miasto,6,4
023216301033,023216301035,Karlino - obszar wiejski,6,5
023216301000,023216301042,Tychowo,6,2
023216301000,023216301043,Tychowo,6,3
023216301043,023216301044,Tychowo - miasto,6,4
023216301043,023216301045,Tychowo - obszar wiejski,6,5
023216300000,023216308000,Powiat kołobrzeski,5,1
023216308000,023216308011,Kołobrzeg,6,1
023216308000,023216308022,Dygowo,6,2
023216308000,023216308032,Gościno,6,2
023216308000,023216308033,Gościno,6,3
023216308033,023216308034,Gościno - miasto,6,4
023216308033,023216308035,Gościno - obszar wiejski,6,5
023216308000,023216308042,Kołobrzeg,6,2
023216308000,023216308052,Rymań,6,2
023216308000,023216308062,Siemyśl,6,2
023216308000,023216308072,Ustronie Morskie,6,2
023216300000,023216309000,Powiat koszaliński,5,1
023216309000,023216309012,Będzino,6,2
023216309000,023216309022,Biesiekierz,6,2
023216309000,023216309033,Bobolice,6,3
023216309033,023216309034,Bobolice - miasto,6,4
023216309033,023216309035,Bobolice - obszar wiejski,6,5
023216309000,023216309042,Manowo,6,2
023216309000,023216309052,Mielno,6,2
023216309000,023216309053,Mielno,6,3
023216309053,023216309054,Mielno - miasto,6,4
023216309053,023216309055,Mielno - obszar wiejski,6,5
023216309000,023216309063,Polanów,6,3
023216309063,023216309064,Polanów - miasto,6,4
023216309063,023216309065,Polanów - obszar wiejski,6,5
023216309000,023216309073,Sianów,6,3
023216309073,023216309074,Sianów - miasto,6,4
023216309073,023216309075,Sianów - obszar wiejski,6,5
023216309000,023216309082,Świeszyno,6,2
023216300000,023216313000,Powiat sławieński,5,1
023216313000,023216313011,Darłowo,6,1
023216313000,023216313021,Sławno,6,1
023216313000,023216313032,Darłowo,6,2
023216313000,023216313042,Malechowo,6,2
023216313000,023216313052,Postomino,6,2
023216313000,023216313062,Sławno,6,2
023216300000,023216361000,Powiat m.Koszalin,5,2
023216361000,023216361011,Koszalin,6,1
023210000000,023216400000,PODREGION SZCZECINECKO-PYRZYCKI,4,
023216400000,023216402000,Powiat choszczeński,5,1
023216402000,023216402012,Bierzwnik,6,2
023216402000,023216402023,Choszczno,6,3
023216402023,023216402024,Choszczno - miasto,6,4
023216402023,023216402025,Choszczno - obszar wiejski,6,5
023216402000,023216402033,Drawno,6,3
023216402033,023216402034,Drawno - miasto,6,4
023216402033,023216402035,Drawno - obszar wiejski,6,5
023216402000,023216402042,Krzęcin,6,2
023216402000,023216402053,Pełczyce,6,3
023216402053,023216402054,Pełczyce - miasto,6,4
023216402053,023216402055,Pełczyce - obszar wiejski,6,5
023216402000,023216402063,Recz,6,3
023216402063,023216402064,Recz - miasto,6,4
023216402063,023216402065,Recz - obszar wiejski,6,5
023216400000,023216403000,Powiat drawski,5,1
023216403000,023216403013,Czaplinek,6,3
023216403013,023216403014,Czaplinek - miasto,6,4
023216403013,023216403015,Czaplinek - obszar wiejski,6,5
023216403000,023216403023,Drawsko Pomorskie,6,3
023216403023,023216403024,Drawsko Pomorskie - miasto,6,4
023216403023,023216403025,Drawsko Pomorskie - obszar wiejski,6,5
023216403000,023216403033,Kalisz Pomorski,6,3
023216403033,023216403034,Kalisz Pomorski - miasto,6,4
023216403033,023216403035,Kalisz Pomorski - obszar wiejski,6,5
023216403000,023216403042,Ostrowice,6,2
023216403000,023216403052,Wierzchowo,6,2
023216403000,023216403063,Złocieniec,6,3
023216403063,023216403064,Złocieniec - miasto,6,4
023216403063,023216403065,Złocieniec - obszar wiejski,6,5
023216400000,023216410000,Powiat myśliborski,5,1
023216410000,023216410013,Barlinek,6,3
023216410013,023216410014,Barlinek - miasto,6,4
023216410013,023216410015,Barlinek - obszar wiejski,6,5
023216410000,023216410022,Boleszkowice,6,2
023216410000,023216410033,Dębno,6,3
023216410033,023216410034,Dębno - miasto,6,4
023216410033,023216410035,Dębno - obszar wiejski,6,5
023216410000,023216410043,Myślibórz,6,3
023216410043,023216410044,Myślibórz - miasto,6,4
023216410043,023216410045,Myślibórz - obszar wiejski,6,5
023216410000,023216410052,Nowogródek Pomorski,6,2
023216400000,023216412000,Powiat pyrzycki,5,1
023216412000,023216412012,Bielice,6,2
023216412000,023216412022,Kozielice,6,2
023216412000,023216412033,Lipiany,6,3
023216412033,023216412034,Lipiany - miasto,6,4
023216412033,023216412035,Lipiany - obszar wiejski,6,5
023216412000,023216412042,Przelewice,6,2
023216412000,023216412053,Pyrzyce,6,3
023216412053,023216412054,Pyrzyce - miasto,6,4
023216412053,023216412055,Pyrzyce - obszar wiejski,6,5
023216412000,023216412062,Warnice,6,2
023216400000,023216415000,Powiat szczecinecki,5,1
023216415000,023216415011,Szczecinek,6,1
023216415000,023216415023,Barwice,6,3
023216415023,023216415024,Barwice - miasto,6,4
023216415023,023216415025,Barwice - obszar wiejski,6,5
023216415000,023216415033,Biały Bór,6,3
023216415033,023216415034,Biały Bór - miasto,6,4
023216415033,023216415035,Biały Bór - obszar wiejski,6,5
023216415000,023216415043,Borne Sulinowo,6,3
023216415043,023216415044,Borne Sulinowo - miasto,6,4
023216415043,023216415045,Borne Sulinowo - obszar wiejski,6,5
023216415000,023216415052,Grzmiąca,6,2
023216415000,023216415062,Szczecinek,6,2
023216400000,023216416000,Powiat świdwiński,5,1
023216416000,023216416011,Świdwin,6,1
023216416000,023216416022,Brzeżno,6,2
023216416000,023216416033,Połczyn-Zdrój,6,3
023216416033,023216416034,Połczyn-Zdrój - miasto,6,4
023216416033,023216416035,Połczyn-Zdrój - obszar wiejski,6,5
023216416000,023216416042,Rąbino,6,2
023216416000,023216416052,Sławoborze,6,2
023216416000,023216416062,Świdwin,6,2
023216400000,023216417000,Powiat wałecki,5,1
023216417000,023216417011,Wałcz,6,1
023216417000,023216417023,Człopa,6,3
023216417023,023216417024,Człopa - miasto,6,4
023216417023,023216417025,Człopa - obszar wiejski,6,5
023216417000,023216417033,Mirosławiec,6,3
023216417033,023216417034,Mirosławiec - miasto,6,4
023216417033,023216417035,Mirosławiec - obszar wiejski,6,5
023216417000,023216417043,Tuczno,6,3
023216417043,023216417044,Tuczno - miasto,6,4
023216417043,023216417045,Tuczno - obszar wiejski,6,5
023216417000,023216417052,Wałcz,6,2
023216400000,023216418000,Powiat łobeski,5,1
023216418000,023216418013,Dobra,6,3
023216418013,023216418014,Dobra - miasto,6,4
023216418013,023216418015,Dobra - obszar wiejski,6,5
023216418000,023216418023,Łobez,6,3
023216418023,023216418024,Łobez - miasto,6,4
023216418023,023216418025,Łobez - obszar wiejski,6,5
023216418000,023216418032,Radowo Małe,6,2
023216418000,023216418043,Resko,6,3
023216418043,023216418044,Resko - miasto,6,4
023216418043,023216418045,Resko - obszar wiejski,6,5
023216418000,023216418053,Węgorzyno,6,3
023216418053,023216418054,Węgorzyno - miasto,6,4
023216418053,023216418055,Węgorzyno - obszar wiejski,6,5
023210000000,023216500000,PODREGION MIASTO SZCZECIN,4,
023216500000,023216562000,Powiat m.Szczecin,5,2
023216562000,023216562011,Szczecin,6,1
023210000000,023216600000,PODREGION SZCZECIŃSKI,4,
023216600000,023216604000,Powiat goleniowski,5,1
023216604000,023216604013,Dobra,6,3
023216604013,023216604014,Dobra - miasto,6,4
023216604013,023216604015,Dobra - obszar wiejski,6,5
023216604000,023216604023,Goleniów,6,3
023216604023,023216604024,Goleniów - miasto,6,4
023216604023,023216604025,Goleniów - obszar wiejski,6,5
023216604000,023216604033,Maszewo,6,3
023216604033,023216604034,Maszewo - miasto,6,4
023216604033,023216604035,Maszewo - obszar wiejski,6,5
023216604000,023216604043,Nowogard,6,3
023216604043,023216604044,Nowogard - miasto,6,4
023216604043,023216604045,Nowogard - obszar wiejski,6,5
023216604000,023216604052,Osina,6,2
023216604000,023216604062,Przybiernów,6,2
023216604000,023216604072,Stepnica,6,2
023216604000,023216604073,Stepnica,6,3
023216604073,023216604074,Stepnica - miasto,6,4
023216604073,023216604075,Stepnica - obszar wiejski,6,5
023216600000,023216605000,Powiat gryficki,5,1
023216605000,023216605012,Brojce,6,2
023216605000,023216605023,Gryfice,6,3
023216605023,023216605024,Gryfice - miasto,6,4
023216605023,023216605025,Gryfice - obszar wiejski,6,5
023216605000,023216605032,Karnice,6,2
023216605000,023216605043,Płoty,6,3
023216605043,023216605044,Płoty - miasto,6,4
023216605043,023216605045,Płoty - obszar wiejski,6,5
023216605000,023216605052,Radowo Małe,6,2
023216605000,023216605063,Resko,6,3
023216605063,023216605064,Resko - miasto,6,4
023216605063,023216605065,Resko - obszar wiejski,6,5
023216605000,023216605072,Rewal,6,2
023216605000,023216605083,Trzebiatów,6,3
023216605083,023216605084,Trzebiatów - miasto,6,4
023216605083,023216605085,Trzebiatów - obszar wiejski,6,5
023216600000,023216606000,Powiat gryfiński,5,1
023216606000,023216606012,Banie,6,2
023216606000,023216606023,Cedynia,6,3
023216606023,023216606024,Cedynia - miasto,6,4
023216606023,023216606025,Cedynia - obszar wiejski,6,5
023216606000,023216606033,Chojna,6,3
023216606033,023216606034,Chojna - miasto,6,4
023216606033,023216606035,Chojna - obszar wiejski,6,5
023216606000,023216606043,Gryfino,6,3
023216606043,023216606044,Gryfino - miasto,6,4
023216606043,023216606045,Gryfino - obszar wiejski,6,5
023216606000,023216606053,Mieszkowice,6,3
023216606053,023216606054,Mieszkowice - miasto,6,4
023216606053,023216606055,Mieszkowice - obszar wiejski,6,5
023216606000,023216606063,Moryń,6,3
023216606063,023216606064,Moryń - miasto,6,4
023216606063,023216606065,Moryń - obszar wiejski,6,5
023216606000,023216606072,Stare Czarnowo,6,2
023216606000,023216606083,Trzcińsko-Zdrój,6,3
023216606083,023216606084,Trzcińsko-Zdrój - miasto,6,4
023216606083,023216606085,Trzcińsko-Zdrój - obszar wiejski,6,5
023216606000,023216606092,Widuchowa,6,2
023216600000,023216607000,Powiat kamieński,5,1
023216607000,023216607012,Dziwnów,6,2
023216607000,023216607013,Dziwnów,6,3
023216607013,023216607014,Dziwnów - miasto,6,4
023216607013,023216607015,Dziwnów - obszar wiejski,6,5
023216607000,023216607023,Golczewo,6,3
023216607023,023216607024,Golczewo - miasto,6,4
023216607023,023216607025,Golczewo - obszar wiejski,6,5
023216607000,023216607033,Kamień Pomorski,6,3
023216607033,023216607034,Kamień Pomorski - miasto,6,4
023216607033,023216607035,Kamień Pomorski - obszar wiejski,6,5
023216607000,023216607043,Międzyzdroje,6,3
023216607043,023216607044,Międzyzdroje - miasto,6,4
023216607043,023216607045,Międzyzdroje - obszar wiejski,6,5
023216607000,023216607052,Świerzno,6,2
023216607000,023216607063,Wolin,6,3
023216607063,023216607064,Wolin - miasto,6,4
023216607063,023216607065,Wolin - obszar wiejski,6,5
023216600000,023216611000,Powiat policki,5,1
023216611000,023216611012,Dobra (Szczecińska),6,2
023216611000,023216611022,Kołbaskowo,6,2
023216611000,023216611033,Nowe Warpno,6,3
023216611033,023216611034,Nowe Warpno - miasto,6,4
023216611033,023216611035,Nowe Warpno - obszar wiejski,6,5
023216611000,023216611043,Police,6,3
023216611043,023216611044,Police - miasto,6,4
023216611043,023216611045,Police - obszar wiejski,6,5
023216600000,023216614000,Powiat stargardzki,5,1
023216614000,023216614011,Stargard,6,1
023216614000,023216614023,Chociwel,6,3
023216614023,023216614024,Chociwel - miasto,6,4
023216614023,023216614025,Chociwel - obszar wiejski,6,5
023216614000,023216614033,Dobrzany,6,3
023216614033,023216614034,Dobrzany - miasto,6,4
023216614033,023216614035,Dobrzany - obszar wiejski,6,5
023216614000,023216614042,Dolice,6,2
023216614000,023216614053,Ińsko,6,3
023216614053,023216614054,Ińsko - miasto,6,4
023216614053,023216614055,Ińsko - obszar wiejski,6,5
023216614000,023216614062,Kobylanka,6,2
023216614000,023216614073,Łobez,6,3
023216614073,023216614074,Łobez - miasto,6,4
023216614073,023216614075,Łobez - obszar wiejski,6,5
023216614000,023216614082,Marianowo,6,2
023216614000,023216614092,Stara Dąbrowa,6,2
023216614000,023216614102,Stargard,6,2
023216614000,023216614113,Suchań,6,3
023216614113,023216614114,Suchań - miasto,6,4
023216614113,023216614115,Suchań - obszar wiejski,6,5
023216614000,023216614123,Węgorzyno,6,3
023216614123,023216614124,Węgorzyno - miasto,6,4
023216614123,023216614125,Węgorzyno - obszar wiejski,6,5
023216600000,023216663000,Powiat m.Świnoujście,5,2
023216663000,023216663011,Świnoujście,6,1
000000000000,030000000000,MAKROREGION POŁUDNIOWO-ZACHODNI,1,
030000000000,030200000000,DOLNOŚLĄSKIE,2,
030200000000,030210000000,REGION DOLNOŚLĄSKIE,3,
030210000000,030210100000,PODREGION JELENIOGÓRSKI,4,
030210100000,030210101000,Powiat bolesławiecki,5,1
030210101000,030210101011,Bolesławiec,6,1
030210101000,030210101022,Bolesławiec,6,2
030210101000,030210101032,Gromadka,6,2
030210101000,030210101043,Nowogrodziec,6,3
030210101043,030210101044,Nowogrodziec - miasto,6,4
030210101043,030210101045,Nowogrodziec - obszar wiejski,6,5
030210101000,030210101052,Osiecznica,6,2
030210101000,030210101062,Warta Bolesławiecka,6,2
030210100000,030210105000,Powiat jaworski,5,1
030210105000,030210105011,Jawor,6,1
030210105000,030210105023,Bolków,6,3
030210105023,030210105024,Bolków - miasto,6,4
030210105023,030210105025,Bolków - obszar wiejski,6,5
030210105000,030210105032,Męcinka,6,2
030210105000,030210105042,Mściwojów,6,2
030210105000,030210105052,Paszowice,6,2
030210105000,030210105062,Wądroże Wielkie,6,2
030210100000,030210106000,Powiat karkonoski,5,1
030210106000,030210106011,Karpacz,6,1
030210106000,030210106021,Kowary,6,1
030210106000,030210106031,Piechowice,6,1
030210106000,030210106041,Szklarska Poręba,6,1
030210106000,030210106052,Janowice Wielkie,6,2
030210106000,030210106062,Jeżów Sudecki,6,2
030210106000,030210106072,Mysłakowice,6,2
030210106000,030210106082,Podgórzyn,6,2
030210106000,030210106092,Stara Kamienica,6,2
030210100000,030210107000,Powiat kamiennogórski,5,1
030210107000,030210107011,Kamienna Góra,6,1
030210107000,030210107022,Kamienna Góra,6,2
030210107000,030210107033,Lubawka,6,3
030210107033,030210107034,Lubawka - miasto,6,4
030210107033,030210107035,Lubawka - obszar wiejski,6,5
030210107000,030210107042,Marciszów,6,2
030210100000,030210110000,Powiat lubański,5,1
030210110000,030210110011,Lubań,6,1
030210110000,030210110021,Świeradów-Zdrój,6,1
030210110000,030210110033,Leśna,6,3
030210110033,030210110034,Leśna - miasto,6,4
030210110033,030210110035,Leśna - obszar wiejski,6,5
030210110000,030210110042,Lubań,6,2
030210110000,030210110052,Olszyna,6,2
030210110000,030210110053,Olszyna,6,3
030210110053,030210110054,Olszyna - miasto,6,4
030210110053,030210110055,Olszyna - obszar wiejski,6,5
030210110000,030210110062,Platerówka,6,2
030210110000,030210110072,Siekierczyn,6,2
030210100000,030210112000,Powiat lwówecki,5,1
030210112000,030210112013,Gryfów Śląski,6,3
030210112013,030210112014,Gryfów Śląski - miasto,6,4
030210112013,030210112015,Gryfów Śląski - obszar wiejski,6,5
030210112000,030210112023,Lubomierz,6,3
030210112023,030210112024,Lubomierz - miasto,6,4
030210112023,030210112025,Lubomierz - obszar wiejski,6,5
030210112000,030210112033,Lwówek Śląski,6,3
030210112033,030210112034,Lwówek Śląski - miasto,6,4
030210112033,030210112035,Lwówek Śląski - obszar wiejski,6,5
030210112000,030210112043,Mirsk,6,3
030210112043,030210112044,Mirsk - miasto,6,4
030210112043,030210112045,Mirsk - obszar wiejski,6,5
030210112000,030210112053,Wleń,6,3
030210112053,030210112054,Wleń - miasto,6,4
030210112053,030210112055,Wleń - obszar wiejski,6,5
030210100000,030210125000,Powiat zgorzelecki,5,1
030210125000,030210125011,Zawidów,6,1
030210125000,030210125021,Zgorzelec,6,1
030210125000,030210125033,Bogatynia,6,3
030210125033,030210125034,Bogatynia - miasto,6,4
030210125033,030210125035,Bogatynia - obszar wiejski,6,5
030210125000,030210125043,Pieńsk,6,3
030210125043,030210125044,Pieńsk - miasto,6,4
030210125043,030210125045,Pieńsk - obszar wiejski,6,5
030210125000,030210125052,Sulików,6,2
030210125000,030210125063,Węgliniec,6,3
030210125063,030210125064,Węgliniec - miasto,6,4
030210125063,030210125065,Węgliniec - obszar wiejski,6,5
030210125000,030210125072,Zgorzelec,6,2
030210100000,030210126000,Powiat złotoryjski,5,1
030210126000,030210126011,Wojcieszów,6,1
030210126000,030210126021,Złotoryja,6,1
030210126000,030210126032,Pielgrzymka,6,2
030210126000,030210126043,Świerzawa,6,3
030210126043,030210126044,Świerzawa - miasto,6,4
030210126043,030210126045,Świerzawa - obszar wiejski,6,5
030210126000,030210126052,Zagrodno,6,2
030210126000,030210126062,Złotoryja,6,2
030210100000,030210161000,Powiat m.Jelenia Góra,5,2
030210161000,030210161011,Jelenia Góra,6,1
030210000000,030210200000,PODREGION LEGNICKO-GŁOGOWSKI,4,
030210200000,030210203000,Powiat głogowski,5,1
030210203000,030210203011,Głogów,6,1
030210203000,030210203022,Głogów,6,2
030210203000,030210203032,Jerzmanowa,6,2
030210203000,030210203042,Kotla,6,2
030210203000,030210203052,Pęcław,6,2
030210203000,030210203062,Żukowice,6,2
030210200000,030210204000,Powiat górowski,5,1
030210204000,030210204013,Góra,6,3
030210204013,030210204014,Góra - miasto,6,4
030210204013,030210204015,Góra - obszar wiejski,6,5
030210204000,030210204022,Jemielno,6,2
030210204000,030210204032,Niechlów,6,2
030210204000,030210204043,Wąsosz,6,3
030210204043,030210204044,Wąsosz - miasto,6,4
030210204043,030210204045,Wąsosz - obszar wiejski,6,5
030210200000,030210209000,Powiat legnicki,5,1
030210209000,030210209011,Chojnów,6,1
030210209000,030210209022,Chojnów,6,2
030210209000,030210209032,Krotoszyce,6,2
030210209000,030210209042,Kunice,6,2
030210209000,030210209052,Legnickie Pole,6,2
030210209000,030210209062,Miłkowice,6,2
030210209000,030210209073,Prochowice,6,3
030210209073,030210209074,Prochowice - miasto,6,4
030210209073,030210209075,Prochowice - obszar wiejski,6,5
030210209000,030210209082,Ruja,6,2
030210200000,030210211000,Powiat lubiński,5,1
030210211000,030210211011,Lubin,6,1
030210211000,030210211022,Lubin,6,2
030210211000,030210211032,Rudna,6,2
030210211000,030210211043,Ścinawa,6,3
030210211043,030210211044,Ścinawa - miasto,6,4
030210211043,030210211045,Ścinawa - obszar wiejski,6,5
030210200000,030210216000,Powiat polkowicki,5,1
030210216000,030210216001,Miejska strefa usług publicznych,6,1
030210216000,030210216013,Chocianów,6,3
030210216013,030210216014,Chocianów - miasto,6,4
030210216013,030210216015,Chocianów - obszar wiejski,6,5
030210216000,030210216022,Gaworzyce,6,2
030210216000,030210216032,Grębocice,6,2
030210216000,030210216043,Polkowice,6,3
030210216043,030210216044,Polkowice - miasto,6,4
030210216043,030210216045,Polkowice - obszar wiejski,6,5
030210216000,030210216053,Przemków,6,3
030210216053,030210216054,Przemków - miasto,6,4
030210216053,030210216055,Przemków - obszar wiejski,6,5
030210216000,030210216062,Radwanice,6,2
030210200000,030210262000,Powiat m.Legnica,5,2
030210262000,030210262011,Legnica,6,1
030210000000,030210300000,PODREGION WAŁBRZYSKI,4,
030210300000,030210302000,Powiat dzierżoniowski,5,1
030210302000,030210302011,Bielawa,6,1
030210302000,030210302021,Dzierżoniów,6,1
030210302000,030210302031,Pieszyce,6,1
030210302000,030210302033,Pieszyce,6,3
030210302033,030210302034,Pieszyce - miasto,6,4
030210302033,030210302035,Pieszyce - obszar wiejski,6,5
030210302000,030210302041,Piława Górna,6,1
030210302000,030210302052,Dzierżoniów,6,2
030210302000,030210302062,Łagiewniki,6,2
030210302000,030210302073,Niemcza,6,3
030210302073,030210302074,Niemcza - miasto,6,4
030210302073,030210302075,Niemcza - obszar wiejski,6,5
030210300000,030210308000,Powiat kłodzki,5,1
030210308000,030210308011,Duszniki-Zdrój,6,1
030210308000,030210308021,Kłodzko,6,1
030210308000,030210308031,Kudowa-Zdrój,6,1
030210308000,030210308041,Nowa Ruda,6,1
030210308000,030210308051,Polanica-Zdrój,6,1
030210308000,030210308063,Bystrzyca Kłodzka,6,3
030210308063,030210308064,Bystrzyca Kłodzka - miasto,6,4
030210308063,030210308065,Bystrzyca Kłodzka - obszar wiejski,6,5
030210308000,030210308072,Kłodzko,6,2
030210308000,030210308083,Lądek-Zdrój,6,3
030210308083,030210308084,Lądek-Zdrój - miasto,6,4
030210308083,030210308085,Lądek-Zdrój - obszar wiejski,6,5
030210308000,030210308092,Lewin Kłodzki,6,2
030210308000,030210308103,Międzylesie,6,3
030210308103,030210308104,Międzylesie - miasto,6,4
030210308103,030210308105,Międzylesie - obszar wiejski,6,5
030210308000,030210308112,Nowa Ruda,6,2
030210308000,030210308123,Radków,6,3
030210308123,030210308124,Radków - miasto,6,4
030210308123,030210308125,Radków - obszar wiejski,6,5
030210308000,030210308133,Stronie Śląskie,6,3
030210308133,030210308134,Stronie Śląskie - miasto,6,4
030210308133,030210308135,Stronie Śląskie - obszar wiejski,6,5
030210308000,030210308143,Szczytna,6,3
030210308143,030210308144,Szczytna - miasto,6,4
030210308143,030210308145,Szczytna - obszar wiejski,6,5
030210300000,030210319000,Powiat świdnicki,5,1
030210319000,030210319011,Świdnica,6,1
030210319000,030210319021,Świebodzice,6,1
030210319000,030210319032,Dobromierz,6,2
030210319000,030210319043,Jaworzyna Śląska,6,3
030210319043,030210319044,Jaworzyna Śląska - miasto,6,4
